matching_id	role	cancer_id	cancer_normalized	gene_hugo_id	gene_entrez_id	gene_normalized	citation_count
0c6e6d7153cdcea81cdeafbdfed5464c	Oncogene	DOID:263	kidney cancer	HGNC:7553	4609	MYC	6
6fcc932e8990ab617d61a461a5063f81	Oncogene	DOID:2531	hematologic cancer	HGNC:7989	4893	NRAS	6
f886da6b1f181b7cc439d05166bc008a	Oncogene	DOID:2513	basal cell carcinoma	HGNC:4317	2735	GLI1	6
1421122c4b0055e4755250003436089b	Oncogene	DOID:2394	ovarian cancer	HGNC:391	207	AKT1	6
761db9693465e9a33ac2dafd16a72579	Oncogene	DOID:2226	myeloproliferative neoplasm	HGNC:76	25	ABL1	6
84e464d0085c78efcf9df2309f5feae1	Oncogene	DOID:219	colon cancer	HGNC:1779	1024	CDK8	6
56394f49a8fab138d578e8b434dd19c2	Oncogene	DOID:1909	melanoma	HGNC:784	1386	ATF2	6
c13c543fd511b86b6e7ff7cf0d4d00bb	Oncogene	DOID:1909	melanoma	HGNC:5173	3265	HRAS	6
3f5b6ce3c696cdd6d95b8c1e74d0631d	Oncogene	DOID:1909	melanoma	HGNC:4893	3082	HGF	6
cdcc22087639b7c2e04444aba56aa525	Oncogene	DOID:1909	melanoma	HGNC:1759	1000	CDH2	6
2a213c1b13acda631e32343411eb18c7	Oncogene	DOID:1909	melanoma	HGNC:1748	999	CDH1	6
c7ec322f534eeefad315351875543d91	Oncogene	DOID:1909	melanoma	HGNC:10019	8737	RIPK1	6
f3f97b96526293ded42bb145af6ee82b	Oncogene	DOID:1793	pancreatic cancer	HGNC:7029	4233	MET	6
9baf001a71e961f2e02e634a16210dc8	Oncogene	DOID:1793	pancreatic cancer	HGNC:1787	1029	CDKN2A	6
1dc88c01d9a20f35c5acb0b530c861c2	Oncogene	DOID:1793	pancreatic cancer	HGNC:16262	10413	YAP1	6
ddd24d049a429810f50ece6d15995a92	Oncogene	DOID:1793	pancreatic cancer	HGNC:11998	7157	TP53	6
08255bf0d337f0081419c4a2f098dcdf	Oncogene	DOID:1781	thyroid cancer	HGNC:8031	4914	NTRK1	6
b80ececd1bfe2dbfb7b2fd0c642ff531	Oncogene	DOID:1781	thyroid cancer	HGNC:7989	4893	NRAS	6
a534955e299911ce390fcef3926eaa06	Oncogene	DOID:1781	thyroid cancer	HGNC:7553	4609	MYC	6
e57d5549bb2074a40b429421bdf8fb8e	Oncogene	DOID:1749	squamous cell carcinoma	HGNC:15979	8626	TP63	6
47fb3f3b8643fbcd5ff7edff7d74a4a1	Oncogene	DOID:1749	squamous cell carcinoma	HGNC:11195	6657	SOX2	6
62ce4bc061913b361bb600a34a39b6e4	Oncogene	DOID:1612	breast cancer	HGNC:5099	3198	HOXA1	6
58dff564a67dbe03be63e070d4582c8c	Oncogene	DOID:1612	breast cancer	HGNC:2745	1654	DDX3X	6
7592a549cf8bbcc2a63ef29e5416e5e3	Oncogene	DOID:1612	breast cancer	HGNC:14929	23411	SIRT1	6
955753e4a06b2f9311d12ca0768b85a7	Oncogene	DOID:1324	lung cancer	HGNC:17563	56339	METTL3	6
f1d91701700d7d01c5cffa6cd76d1a1c	Oncogene	DOID:1324	lung cancer	HGNC:12036	7189	TRAF6	6
6117ae70195f0624917bb53d97f9e65a	Oncogene	DOID:1319	brain cancer	HGNC:7559	4613	MYCN	6
f8f3a453c07128e8d7173da1f26fcec8	Oncogene	DOID:1240	leukemia	HGNC:10471	861	RUNX1	6
f6e7f3b9b9c26eac244c7373c03b41fe	Oncogene	DOID:11054	urinary bladder cancer	HGNC:3690	2261	FGFR3	6
d22c90ac9500f54e07d9dbe5ddb64a7e	Oncogene	DOID:10283	prostate cancer	HGNC:990	596	BCL2	6
9f963ca356499f26f22ab98f65d659b8	Oncogene	DOID:10283	prostate cancer	HGNC:644	367	AR	6
898232a1cf2e3f82a21d6fc0959114ca	Oncogene	DOID:10283	prostate cancer	HGNC:3594	2194	FASN	6
cc050d9dc5c68fb9bc2c66dcbc4b90cf	Oncogene	DOID:10146	thymus lymphoma	HGNC:7989	4893	NRAS	6
9b56cea01fc682592735494fe675f40b	Oncogene	DOID:0050749	peripheral T-cell lymphoma	HGNC:23357	28985	MCTS1	6
00a354cc3fc87d44d8179b84921bc9c0	Oncogene	DOID:0050745	diffuse large B-cell lymphoma	HGNC:3823	27086	FOXP1	6
ea2b612f66f57659449e0ff40f628e7d	Driver	DOID:9952	acute lymphocytic leukemia	HGNC:76	25	ABL1	6
b880cffa270dc397fa547a10c11365be	Driver	DOID:9119	acute myeloid leukemia	HGNC:7134	4298	MLLT1	6
f168b96522a90273d3b63e63a84ba3b6	Driver	DOID:8584	Burkitt lymphoma	HGNC:1014	613	BCR	6
eee654176b3d050d46ca2e715f85dbe0	Driver	DOID:768	retinoblastoma	HGNC:7559	4613	MYCN	6
2b744676e7efb6899473643793f2525e	Driver	DOID:684	hepatocellular carcinoma	HGNC:391	207	AKT1	6
13078affb5a3f31ea3be3f8a6f4a33b3	Driver	DOID:5520	head and neck squamous cell carcinoma	HGNC:3236	1956	EGFR	6
dece8a7e729dcaea0bbd747299954f7b	Driver	DOID:4159	skin cancer	HGNC:6407	3845	KRAS	6
de56c1d29f27295d85e9e1bf6c9387dd	Driver	DOID:3908	non-small cell lung carcinoma	HGNC:11998	7157	TP53	6
d7c6634e97d97a13522392783464ea48	Driver	DOID:3905	lung carcinoma	HGNC:6407	3845	KRAS	6
add8f8272260665bdf65dc80c8ad0e17	Driver	DOID:3571	liver cancer	HGNC:391	207	AKT1	6
dd46185930f3cfed04fb1ecd185c61ce	Driver	DOID:3070	malignant glioma	HGNC:391	207	AKT1	6
5d141e66c1db96ff815e05c94513c165	Driver	DOID:219	colon cancer	HGNC:7553	4609	MYC	6
2068898ce1deea9c5e89825e7db00565	Driver	DOID:1909	melanoma	HGNC:6342	3815	KIT	6
c2a41b61e52c59512559a8e5be4234a1	Driver	DOID:1909	melanoma	HGNC:391	207	AKT1	6
4fee250d1e7ee3ae80be5ffaa7f1043e	Driver	DOID:1909	melanoma	HGNC:12784	7474	WNT5A	6
6bec74b434da53099638e4e5cdb44165	Driver	DOID:1793	pancreatic cancer	HGNC:7553	4609	MYC	6
5a5dc0fc9da94f9dd7a570bee00e7702	Driver	DOID:1781	thyroid cancer	HGNC:9967	5979	RET	6
72c06d2ee6a79f32f51e7405d9e3b8be	Driver	DOID:1612	breast cancer	HGNC:3431	2065	ERBB3	6
3685ff5cd7098bffba6ed4ac5dd93500	Driver	DOID:1324	lung cancer	HGNC:11389	6794	STK11	6
2cefbc91cf9ad2c2ae0e6fe6eba8c6cb	Tumor_Suppressor	DOID:9261	nasopharynx carcinoma	HGNC:11801	7070	THY1	5
a5175c6435e0f53cdf57510199c5d08f	Tumor_Suppressor	DOID:9256	colorectal cancer	HGNC:9967	5979	RET	5
a2e2735cd7f6f8cd182627b3fdedc8f4	Tumor_Suppressor	DOID:9256	colorectal cancer	HGNC:8033	4916	NTRK3	5
a3f9329b4823c8d2487b64d55dd5ae86	Tumor_Suppressor	DOID:9256	colorectal cancer	HGNC:3393	2048	EPHB2	5
298d4ea9fcefd1d8efa4d60d10caa503	Tumor_Suppressor	DOID:9256	colorectal cancer	HGNC:1787	1029	CDKN2A	5
3caea1ca5db2fcf8d1a73062c38d0721	Tumor_Suppressor	DOID:9256	colorectal cancer	HGNC:16712	55294	FBXW7	5
206f0dc80394634d3f101b317e3260b7	Tumor_Suppressor	DOID:9256	colorectal cancer	HGNC:14460	57447	NDRG2	5
7c710818a1e6a803e09a199ffb0a1f19	Tumor_Suppressor	DOID:9119	acute myeloid leukemia	HGNC:1788	1030	CDKN2B	5
d00dd9d0c633bf13a13e544915a69ca1	Tumor_Suppressor	DOID:9119	acute myeloid leukemia	HGNC:13726	58508	KMT2C	5
f4aba3fe32d63cdb370e54ff471bef90	Tumor_Suppressor	DOID:768	retinoblastoma	HGNC:24468	129831	RBM45	5
58018ee85dbbdfe72cfb423a8e7d3d22	Tumor_Suppressor	DOID:768	retinoblastoma	HGNC:1750	1009	CDH11	5
60e2516fcd7de7d24d6f5d908bf72abe	Tumor_Suppressor	DOID:684	hepatocellular carcinoma	HGNC:9882	11186	RASSF1	5
171ed0a1a019bfdc195cf63d368ba5f2	Tumor_Suppressor	DOID:684	hepatocellular carcinoma	HGNC:8619	5079	PAX5	5
b9ee5823f386989297a0695c651ee6b3	Tumor_Suppressor	DOID:684	hepatocellular carcinoma	HGNC:6111	10788	IQGAP2	5
d5431c5076a7d49ea5631f198f9f6d19	Tumor_Suppressor	DOID:684	hepatocellular carcinoma	HGNC:3703	2274	FHL2	5
86f333fc47b1f6e2950cd41e0d92e0a4	Tumor_Suppressor	DOID:684	hepatocellular carcinoma	HGNC:3467	2099	ESR1	5
a5d70824a794f48226460fbfe9ddb41f	Tumor_Suppressor	DOID:684	hepatocellular carcinoma	HGNC:19102	23586	DDX58	5
c39db41734b237ee90a79a557495e231	Tumor_Suppressor	DOID:684	hepatocellular carcinoma	HGNC:18037	196528	ARID2	5
9a069fddfba3ead4b96606bc6b9a7baa	Tumor_Suppressor	DOID:684	hepatocellular carcinoma	HGNC:16637	10553	HTATIP2	5
9a6f27e6bf804a7e80298559a83f1ebd	Tumor_Suppressor	DOID:4645	retinal cancer	HGNC:9884	5925	RB1	5
bd7efa1710f0ef403a058d113909bf43	Tumor_Suppressor	DOID:4450	renal cell carcinoma	HGNC:9588	5728	PTEN	5
8dd235162dbc0eedf71179305e96a740	Tumor_Suppressor	DOID:4159	skin cancer	HGNC:9588	5728	PTEN	5
04dfa692c4072abbf6fcb9516f58ed16	Tumor_Suppressor	DOID:3910	lung adenocarcinoma	HGNC:11998	7157	TP53	5
a722e71bf30b9723deb74d7a03006267	Tumor_Suppressor	DOID:3748	esophagus squamous cell carcinoma	HGNC:25843	79755	ZNF750	5
d65c95e56b076238ddc0a587e3510f62	Tumor_Suppressor	DOID:3571	liver cancer	HGNC:9588	5728	PTEN	5
31fe961dd6eba46e1e0305733477285a	Tumor_Suppressor	DOID:3571	liver cancer	HGNC:7961	8431	NR0B2	5
7aeb32dac03281ab31d4903d647fcc70	Tumor_Suppressor	DOID:3114	serous cystadenocarcinoma	HGNC:11998	7157	TP53	5
893e0a7c63ec41b12a2d43a13b74ff7a	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:1036	55859	BEX1	5
df3fb2b72fca6de0bf572d4e87c70c92	Tumor_Suppressor	DOID:3069	astrocytoma	HGNC:11998	7157	TP53	5
0f799c8352ef09a5a3fbd330cbb4c981	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:7765	4763	NF1	5
5a335d5e55aff2542c32b612ac315829	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:1789	1031	CDKN2C	5
ee4c77e730b7c6e64c90cc526f3c6a13	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:8143	4978	OPCML	5
c86cc6b47bb4492480a0f41daa501040	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:687	9077	DIRAS3	5
55a07d51b62570326d80bec165dca6f7	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:24224	51755	CDK12	5
ad07bd337b3fded970646ede69ef83c7	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:11801	7070	THY1	5
54a46cea3b644eaa2a435b88f081632c	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:10431	6196	RPS6KA2	5
e0bec5077b1d74d83ecfb9dab173dc65	Tumor_Suppressor	DOID:219	colon cancer	HGNC:5154	3248	HPGD	5
8e5d9ed548f4c752f8940af368741eba	Tumor_Suppressor	DOID:1909	melanoma	HGNC:9882	11186	RASSF1	5
4ca0d4c162d34791a2864dd81f1e8f9e	Tumor_Suppressor	DOID:1909	melanoma	HGNC:9106	10154	PLXNC1	5
4c30a61b5a2969272efbc202d7017f38	Tumor_Suppressor	DOID:1909	melanoma	HGNC:11346	11009	IL24	5
e8273efbf025adfb0be51a975fca4c01	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:9858	5909	RAP1GAP	5
88e9af5c720f6f481b7842220675234d	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:9588	5728	PTEN	5
6b23e213a9036e6574efaeeeb9febf41	Tumor_Suppressor	DOID:1790	malignant mesothelioma	HGNC:1787	1029	CDKN2A	5
9516169d839ddaf68f859c3e24f1b7d9	Tumor_Suppressor	DOID:1781	thyroid cancer	HGNC:9588	5728	PTEN	5
d89e00796a38e70111da356880edc230	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:6116	3659	IRF1	5
c1214786bf2c052d5b23922d7cec754c	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:5154	3248	HPGD	5
c699f6972e411927cc077df9d713575d	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:4983	3146	HMGB1	5
31701fb4395240610e8f43284bc70e58	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:4638	2950	GSTP1	5
0d6e84be417797b23c8df6208e56b603	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:2478	1474	CST6	5
337b8a9ed90bb6e29d37e1c2d2b9a9f2	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:21067	114826	SMYD4	5
fdacbdb22e5b98fc0ee27eefb9f77782	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:2032	9076	CLDN1	5
2247eccb45f0dab27705088e8aa813be	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:2016	9635	CLCA2	5
73bf688620833370d3dd0925684736f7	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:1786	1028	CDKN1C	5
028c949bd93fab6c7575c5bb572e4527	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:16712	55294	FBXW7	5
bee1e5a3f756b9ecbc9cb8c1b1a5fa4e	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:15818	55544	RBM38	5
d8b7d9fb899fb0b392ffe19e64ce1b9e	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:1537	863	CBFA2T3	5
eea60fb0d4438c06faf63ada9dca460d	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:12929	7703	PCGF2	5
ac0f11538ff4ffb32c2e3502f97a1e0c	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:12687	7428	VHL	5
9854229980bc266d3f3bf145205ad076	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:1232	54583	EGLN1	5
0a779dff2b1e5cd3f5a9ec31f661c098	Tumor_Suppressor	DOID:1380	endometrial cancer	HGNC:11998	7157	TP53	5
e901ac3e3c21c3ad896f8c790a6d3abb	Tumor_Suppressor	DOID:11054	urinary bladder cancer	HGNC:2687	1620	BRINP1	5
60cecbcf3c78ab9a477f4cafe160ac4a	Tumor_Suppressor	DOID:10534	stomach cancer	HGNC:6770	4089	SMAD4	5
94d7c78950325a69d4caaed30cc0c2d5	Tumor_Suppressor	DOID:10534	stomach cancer	HGNC:23217	56287	GKN1	5
bab521f7ba5e0be9f1ddb4eb8557d6cb	Tumor_Suppressor	DOID:10534	stomach cancer	HGNC:14358	79192	IRX1	5
ea276dc007bebdd82a5869d9d4621245	Tumor_Suppressor	DOID:1040	chronic lymphocytic leukemia	HGNC:9678	5800	PTPRO	5
b944ec20ef964712973d715375e7aaaf	Tumor_Suppressor	DOID:1040	chronic lymphocytic leukemia	HGNC:11998	7157	TP53	5
5193c68ff4d1d5ac174aee33cc06c858	Tumor_Suppressor	DOID:10286	prostate carcinoma	HGNC:11998	7157	TP53	5
b024f546078ba2ba8e9376f9135e1b11	Tumor_Suppressor	DOID:10283	prostate cancer	HGNC:7809	4804	NGFR	5
4f244c082268f54ea6d2f54b85543bb7	Tumor_Suppressor	DOID:10283	prostate cancer	HGNC:6349	688	KLF5	5
740ca16e67ceb6114e31f74f23b7497a	Tumor_Suppressor	DOID:10283	prostate cancer	HGNC:5363	3400	ID4	5
cc2179af9757f4bc93d5fcd4ac83714a	Tumor_Suppressor	DOID:10283	prostate cancer	HGNC:25209	158471	PRUNE2	5
90d8f85dcb1b24501ab61d356242981d	Tumor_Suppressor	DOID:10283	prostate cancer	HGNC:23115	55840	EAF2	5
251ca6736bfebef28cbc50f5ca42c01a	Tumor_Suppressor	DOID:10283	prostate cancer	HGNC:1100	672	BRCA1	5
502eede7532edfec629eb8a701bc5aa3	Tumor_Suppressor	DOID:0060058	lymphoma	HGNC:11998	7157	TP53	5
3dcc154018b5777e0da8aca2f2fafc92	Tumor_Suppressor	DOID:0050902	medulloblastoma	HGNC:11998	7157	TP53	5
eff80243e8af2cddf34a42ecd7cdd6b9	Tumor_Suppressor	DOID:0050745	diffuse large B-cell lymphoma	HGNC:11998	7157	TP53	5
af2348545c74dc1047dbe455fcaebf74	Oncogene	DOID:9538	multiple myeloma	HGNC:6119	3662	IRF4	5
8b90cd3cca89cb2c1cfe3172bd99d3e3	Oncogene	DOID:9256	colorectal cancer	HGNC:8749	5127	CDK16	5
642dd30c8b2e175871c48701e724027a	Oncogene	DOID:9256	colorectal cancer	HGNC:7989	4893	NRAS	5
c1e025cdcc48f5237601e042c557a1d4	Oncogene	DOID:9256	colorectal cancer	HGNC:583	324	APC	5
77c505564b19abe9fa4f5a9032b5c9d8	Oncogene	DOID:9256	colorectal cancer	HGNC:11204	6662	SOX9	5
dd5bf15b75878a19251dcb7b202273c4	Oncogene	DOID:9119	acute myeloid leukemia	HGNC:3495	2120	ETV6	5
19419965ba7c5fd9477cc02931bb96c6	Oncogene	DOID:9119	acute myeloid leukemia	HGNC:1541	867	CBL	5
8ad6f75ca171b0e4c85fc029343ba857	Oncogene	DOID:8675	lymphosarcoma	HGNC:990	596	BCL2	5
04c5323a843e94b1a66274fd6740510b	Oncogene	DOID:8584	Burkitt lymphoma	HGNC:11026	6520	SLC3A2	5
c20a5661fbbd978c093e61af82abb3b0	Oncogene	DOID:8552	chronic myeloid leukemia	HGNC:8800	5155	PDGFB	5
f5d2d83be71ae24d78493a432833d9b2	Oncogene	DOID:769	neuroblastoma	HGNC:6407	3845	KRAS	5
0fa36d9630b74a5131e76286a7c39476	Oncogene	DOID:769	neuroblastoma	HGNC:3236	1956	EGFR	5
3db740c96640c7d600f51c5acaaa4ad9	Oncogene	DOID:707	B-cell lymphoma	HGNC:9954	5966	REL	5
c5be931a5e51bf22d185cce3c517105c	Oncogene	DOID:684	hepatocellular carcinoma	HGNC:6997	4209	MEF2D	5
124770d728bbd5e0534f1342d61d1efd	Oncogene	DOID:684	hepatocellular carcinoma	HGNC:3236	1956	EGFR	5
5f4741c85d4eabf8c381f71e37cbb5da	Oncogene	DOID:684	hepatocellular carcinoma	HGNC:317	174	AFP	5
8058ce36e877428b00dba31fc9322cf5	Oncogene	DOID:684	hepatocellular carcinoma	HGNC:15519	23246	BOP1	5
68a9620d27af167f5d2167dff97626da	Oncogene	DOID:684	hepatocellular carcinoma	HGNC:11730	7015	TERT	5
ce4cce2c5e91207e5f2d4e0a8866e586	Oncogene	DOID:5716	hormone producing pituitary cancer	HGNC:4392	2778	GNAS	5
85be7a121874eacb85fe3643018a404a	Oncogene	DOID:5603	acute T cell leukemia	HGNC:13532	30012	TLX3	5
fce79540a0bf71757343138fa489aa14	Oncogene	DOID:5603	acute T cell leukemia	HGNC:11825	7080	NKX2-1	5
a122ab1189d0da41a6734f74969d20c4	Oncogene	DOID:5520	head and neck squamous cell carcinoma	HGNC:15979	8626	TP63	5
cad17c5f3871cd6e804ffcac8b8e9edc	Oncogene	DOID:5409	lung small cell carcinoma	HGNC:9967	5979	RET	5
ca6d496662dbf4bc3111e91e169bd6a8	Oncogene	DOID:5363	myxoid liposarcoma	HGNC:4010	2521	FUS	5
e41109991fa48a06b242b2816c789721	Oncogene	DOID:4851	pilocytic astrocytoma	HGNC:1097	673	BRAF	5
cf606cadc6da917cf6cc48ddf3b7d161	Oncogene	DOID:4450	renal cell carcinoma	HGNC:7029	4233	MET	5
3f780ac5ca824affdd3f59b413ab3631	Oncogene	DOID:4362	cervical cancer	HGNC:3430	2064	ERBB2	5
34708ad9725fff21d88a58656c0f79a5	Oncogene	DOID:4362	cervical cancer	HGNC:11998	7157	TP53	5
a511c98ea0575b561caa4f11319223f1	Oncogene	DOID:3910	lung adenocarcinoma	HGNC:427	238	ALK	5
998ac005bacf641ce0a99d87b0d291cd	Oncogene	DOID:3910	lung adenocarcinoma	HGNC:1097	673	BRAF	5
278187cf19557ae808727faa7adc7911	Oncogene	DOID:3908	non-small cell lung carcinoma	HGNC:6342	3815	KIT	5
e35bc018e6086c2e70cd370c4731c323	Oncogene	DOID:3908	non-small cell lung carcinoma	HGNC:391	207	AKT1	5
20d8a876648173a8f73829bde459a5da	Oncogene	DOID:3908	non-small cell lung carcinoma	HGNC:2363	1399	CRKL	5
6f345467dd04a2a6958e78cb057f2aad	Oncogene	DOID:3905	lung carcinoma	HGNC:7553	4609	MYC	5
46a255c8bd5c419577142ab150594313	Oncogene	DOID:3458	breast adenocarcinoma	HGNC:3430	2064	ERBB2	5
aac8c663e79478facee2cc1ca935e36d	Oncogene	DOID:3371	chondrosarcoma	HGNC:7553	4609	MYC	5
2e0d6b52963df25b2d29be7ca295ea7f	Oncogene	DOID:3369	Ewing sarcoma	HGNC:7559	4613	MYCN	5
1dafe2d81d5a60ae8dcfdf7769bef3ca	Oncogene	DOID:3369	Ewing sarcoma	HGNC:3750	2314	FLII	5
5af4bd52fff7f029e64b665d3d110f4c	Oncogene	DOID:3369	Ewing sarcoma	HGNC:3446	2078	ERG	5
2d9e840a64f3917740158a02087c945d	Oncogene	DOID:3070	malignant glioma	HGNC:9956	5971	RELB	5
c7da4d6260359b5e2bc28a9bd8362619	Oncogene	DOID:3070	malignant glioma	HGNC:8803	5156	PDGFRA	5
a8b0d071292545e2304cbc6c76aec5fb	Oncogene	DOID:3070	malignant glioma	HGNC:7989	4893	NRAS	5
c1274a32311905831e92e3e34ee95d3e	Oncogene	DOID:3070	malignant glioma	HGNC:7029	4233	MET	5
1be7d8388138a844f76e0bfebda50ae6	Oncogene	DOID:3070	malignant glioma	HGNC:5382	3417	IDH1	5
ef43cb9d1445e72ca0bfdc62c43bdacc	Oncogene	DOID:3070	malignant glioma	HGNC:391	207	AKT1	5
bf7e144036d164deab5fd9cc4e387abd	Oncogene	DOID:3069	astrocytoma	HGNC:3236	1956	EGFR	5
9e73a047bafa73e8b64e54aeaddbc4ca	Oncogene	DOID:3068	glioblastoma multiforme	HGNC:7559	4613	MYCN	5
587bed1ffbf453a7e4f4b5ed5ae5f7a2	Oncogene	DOID:3068	glioblastoma multiforme	HGNC:7029	4233	MET	5
f82cafeb41e0782c16b134ed0c587828	Oncogene	DOID:3068	glioblastoma multiforme	HGNC:11364	6774	STAT3	5
e1a32b765a09c987731ffe706622fd7d	Oncogene	DOID:3068	glioblastoma multiforme	HGNC:11195	6657	SOX2	5
41000ae74e8aa9c6531e69482c70cfdb	Oncogene	DOID:2893	cervix carcinoma	HGNC:11998	7157	TP53	5
2fffc7b7da0486403b8593f665bfbc03	Oncogene	DOID:2531	hematologic cancer	HGNC:76	25	ABL1	5
6ee0f4934c83a9ad39740b469f67e4c0	Oncogene	DOID:2394	ovarian cancer	HGNC:6342	3815	KIT	5
939da721ab2e0f91d5d6ba3c15f5ad41	Oncogene	DOID:2394	ovarian cancer	HGNC:3796	2353	FOS	5
a5a8ad7fa840bd0ef537c76dd36e831d	Oncogene	DOID:2394	ovarian cancer	HGNC:3386	1969	EPHA2	5
c5a69fcd60b559a7eb52809d7d4b9fe3	Oncogene	DOID:2394	ovarian cancer	HGNC:3192	1917	EEF1A2	5
c42a5081b20beb62f0a4b327bc25e319	Oncogene	DOID:2394	ovarian cancer	HGNC:14458	9846	GAB2	5
d57c380f124104fe01cac7235a778fba	Oncogene	DOID:2394	ovarian cancer	HGNC:13236	8725	URI1	5
78f43c9b6c18d9d68e44cbf8e7bdd3f3	Oncogene	DOID:2394	ovarian cancer	HGNC:11364	6774	STAT3	5
7bcc292f7cfb74c750781978f3d5ace4	Oncogene	DOID:219	colon cancer	HGNC:11998	7157	TP53	5
122969139407768d7eb602acc82993d3	Oncogene	DOID:219	colon cancer	HGNC:1097	673	BRAF	5
e3d12505e2cf32c75ac94cee995dc1a8	Oncogene	DOID:1909	melanoma	HGNC:990	596	BCL2	5
3a485818025b97df1a870ade238cddf9	Oncogene	DOID:1909	melanoma	HGNC:8749	5127	CDK16	5
0182f9b43efc344728a804bc905d8b83	Oncogene	DOID:1909	melanoma	HGNC:391	207	AKT1	5
3095c608c898d527e7958fd98d44c956	Oncogene	DOID:1909	melanoma	HGNC:3796	2353	FOS	5
23edb23f27fdd66da00cd2a9285a16f8	Oncogene	DOID:1909	melanoma	HGNC:3332	2011	MARK2	5
5729cebc114aba6825717223b4eb330a	Oncogene	DOID:1793	pancreatic cancer	HGNC:6204	3725	JUN	5
334fa795ffc127db8ee2abecfa0b5685	Oncogene	DOID:1793	pancreatic cancer	HGNC:19310	415116	PIM3	5
2db142b5260e4ec4393a1c74db0f550a	Oncogene	DOID:1781	thyroid cancer	HGNC:4392	2778	GNAS	5
b8774d26ac0e8d76f24a659a3e0862b0	Oncogene	DOID:170	endocrine gland cancer	HGNC:7010	4221	MEN1	5
327e80176ca2d851a884a84b2ed64a24	Oncogene	DOID:169	neuroendocrine tumor	HGNC:9967	5979	RET	5
d4c315cbedd39026d7f1dde2c0ea3e0e	Oncogene	DOID:1612	breast cancer	HGNC:9277	8493	PPM1D	5
3e128688ad1e7f1cc4ca491b3f769d9b	Oncogene	DOID:1612	breast cancer	HGNC:8988	5300	PIN1	5
6b1be2791855e59157867ef1e9121281	Oncogene	DOID:1612	breast cancer	HGNC:6554	3953	LEPR	5
d710a91efa22ed5d8ccdf7af8117c223	Oncogene	DOID:1612	breast cancer	HGNC:6106	50943	FOXP3	5
f23d4ca3c4b38849fe0c74ed3e53747e	Oncogene	DOID:1612	breast cancer	HGNC:5173	3265	HRAS	5
867022b7b5cacd123a04097323f8fe0f	Oncogene	DOID:1612	breast cancer	HGNC:3681	2248	FGF3	5
22089bf81f60a9d70c59d5c245f8c7d4	Oncogene	DOID:1612	breast cancer	HGNC:3468	2100	ESR2	5
935e4348b193336dfbda69289cb05817	Oncogene	DOID:1612	breast cancer	HGNC:2514	1499	CTNNB1	5
aa3a87d5cec8828ea37b796997c4ff48	Oncogene	DOID:1612	breast cancer	HGNC:2433	1436	CSF1R	5
3dc92fbecca3cfe90281ad75114d1944	Oncogene	DOID:1612	breast cancer	HGNC:19383	8651	SOCS1	5
a15e1f43c8857d0c714e22730abcd760	Oncogene	DOID:1612	breast cancer	HGNC:1784	1026	CDKN1A	5
f62950cafd35400c6d7e6566b9b0ab76	Oncogene	DOID:1612	breast cancer	HGNC:12796	7490	WT1	5
5d8895677564cd97130ee639b2b372e2	Oncogene	DOID:1612	breast cancer	HGNC:1066	648	BMI1	5
c3df3795ff4b8dbd5d95b84927cbba17	Oncogene	DOID:1612	breast cancer	HGNC:1001	604	BCL6	5
6016998deffc12cc3366959607cf418c	Oncogene	DOID:1540	parathyroid carcinoma	HGNC:9967	5979	RET	5
f14f7e6ea255772dd27a68702a123bd7	Oncogene	DOID:1380	endometrial cancer	HGNC:7553	4609	MYC	5
cdc78d66e8d8683cac92c31d2c79c8f4	Oncogene	DOID:1324	lung cancer	HGNC:7559	4613	MYCN	5
2b079e80db143639574ee190c496a844	Oncogene	DOID:1324	lung cancer	HGNC:6204	3725	JUN	5
61ca6ffd06023fddf2d280e73095f39e	Oncogene	DOID:1324	lung cancer	HGNC:3527	2146	EZH2	5
6143889986eb87418b5f0cbe16883568	Oncogene	DOID:1324	lung cancer	HGNC:2363	1399	CRKL	5
