Gene	PMCC	TS500	MSKCC_IMPACT.curated	MSKCC_HEME	FoundationOne	FoundationHeme	TEMPUS	CancerGeneCensus_Tier1	OncoKB-Annotated	CancerGeneCensus_Tier2	az300	familial_cancer	TSGene2-tumour-suppressors	TSGene2-oncogenes
CST6	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CTC1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CTCF	1	1	1	1	1	1	1	0	1	1	1	0	1	0
CTCFL	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CTDSPL	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CTGF	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CTLA4	0	1	1	0	0	0	1	0	1	0	0	0	0	0
CTNNA1	1	1	0	0	1	1	1	0	0	0	0	1	0	0
CTNNA2	0	0	0	0	0	0	0	1	0	0	0	0	1	0
CTNNA3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CTNNB1	1	1	1	1	1	1	1	0	1	1	1	1	0	1
CTNNBIP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CTNND1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
CTNND2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CTRC	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CUL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CUL2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CUL3	1	1	1	0	1	0	0	1	1	0	0	0	0	0
CUL5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CUX1	0	1	0	1	0	1	1	0	1	1	0	0	1	0
CXCL10	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CXCL12	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CXCL14	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CXCR2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CXCR4	0	1	1	1	0	1	1	0	1	1	0	0	0	0
CXXC4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CXXC5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CYB561D2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CYB5A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CYB5R2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CYGB	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CYLD	1	1	1	1	1	0	1	0	1	1	0	1	1	0
CYP1B1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CYP2C8	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CYP2D6	1	0	0	0	0	0	1	0	0	0	1	0	0	0
CYP3A5	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CYSLTR2	0	0	1	0	0	0	0	1	1	0	0	0	0	0
D17S250	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D18S55	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D2S123	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DAB2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DAB2IP	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DACH1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DACT1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DAPK1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DAPK2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DAPK3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DAXX	1	1	1	1	1	1	1	0	1	1	0	0	0	0
DCAF12L2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DCC	0	0	0	0	0	0	0	1	0	0	0	0	1	0
DCDC2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DCK	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DCLRE1A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DCN	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DCTN1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DCUN1D1	0	1	1	0	0	0	0	0	1	0	1	0	0	1
DCUN1D3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DDB2	0	0	0	0	0	0	1	0	0	1	0	1	1	0
DDIT3	0	0	0	0	0	1	0	0	0	1	0	0	0	1
DDR1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DDR2	1	1	1	1	1	1	1	0	1	1	1	0	1	0
DDX10	0	0	0	0	0	1	0	0	0	1	0	0	0	0
DDX3X	1	0	0	1	0	1	1	0	1	1	0	0	1	0
DDX41	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DDX5	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DDX58	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DDX6	0	0	0	0	0	1	0	0	0	1	0	0	0	1
DEC1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEFB1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEK	0	0	0	0	0	1	0	0	0	1	0	0	0	1
DENND2D	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEPTOR	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DEUP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DFFA	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DGCR8	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DHX15	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DIABLO	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DICER1	1	1	1	0	1	0	1	0	1	1	0	1	1	0
DIDO1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DIRAS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DIRAS3	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DIS3	0	1	1	1	0	0	1	0	1	0	0	0	0	0
DIS3L2	0	0	0	0	0	0	1	0	0	0	0	1	0	0
DKC1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DKK1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DKK3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DLC1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DLEC1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DLEU1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DLEU2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DLG1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DLK1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DMBT1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
DMD	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DMTF1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DNAJA3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DNAJB1	0	1	1	0	0	0	0	0	1	1	0	0	1	0
DNAJB4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DNAJC11	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DNAJC27	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DND1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DNM2	0	0	0	0	0	1	1	0	0	1	0	0	0	0
DNMT1	0	1	1	0	0	0	0	0	1	0	0	0	1	1
DNMT3A	1	1	1	1	1	1	1	0	1	1	1	0	1	1
DNMT3B	0	1	1	0	0	0	0	0	1	0	0	0	1	0
DOCK4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DOK1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DOK2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DOK3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DOT1L	1	1	1	1	1	1	1	0	1	0	0	0	0	0
DPH1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DPP4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DPYD	1	0	0	0	0	0	1	0	0	0	0	0	0	0
DROSHA	0	0	1	0	0	0	0	0	1	1	0	0	0	0
DSC3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DSP	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DTX1	0	0	0	1	0	1	0	0	1	0	0	0	0	0
DUSP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DUSP2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DUSP22	0	0	0	1	0	1	0	0	1	0	0	0	1	0
DUSP26	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DUSP4	0	0	1	0	0	0	0	0	1	0	0	0	0	0
DUSP5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DUSP6	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DUSP9	0	0	0	0	0	1	0	0	0	0	0	0	1	0
DUX4L1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DYNC2H1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
E2F1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
E2F2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
E2F3	0	1	1	0	0	0	0	0	1	0	0	0	1	0
EAF1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EAF2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EBF1	0	0	0	0	0	1	1	0	0	1	0	0	0	0
EBF3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ECT2	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ECT2L	0	0	0	0	0	1	1	1	0	0	0	0	0	0
EDA2R	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EDNRB	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EED	0	1	1	1	0	1	0	1	1	0	0	0	1	0
EEF1A1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EEF1E1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EFNA5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EGF	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EGFL7	0	1	1	0	0	0	0	0	1	0	0	0	0	0
EGFR	1	1	1	1	1	1	1	0	1	1	1	1	0	1
EGLN1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
EGLN3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EGR1	0	0	0	1	0	0	0	0	1	0	0	0	1	0
EGR2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EGR3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
EHD3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EHF	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EI24	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EIF1AX	1	1	1	0	0	0	0	1	1	0	0	0	0	0
EIF3E	0	0	0	0	0	0	0	0	0	1	0	0	0	0
EIF3F	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EIF4A2	0	1	1	0	0	1	0	0	1	1	1	0	0	0
EIF4E	0	1	1	0	0	0	0	0	1	0	0	0	0	0
ELAC2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ELF3	0	0	1	0	0	0	1	1	1	0	1	0	0	0
ELF4	0	0	0	0	0	1	0	0	0	1	0	0	0	1
ELK4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ELL	0	0	0	0	0	1	0	0	0	1	0	0	0	1
ELN	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ELOA	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ELOC	0	1	1	0	0	0	0	0	1	0	0	0	0	0
ELP2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EML4	0	1	0	0	0	1	0	0	0	1	0	0	0	0
EMP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EMP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EMSY	1	1	0	0	1	0	1	0	0	0	0	0	0	0
ENG	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENTPD5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EP300	1	1	1	1	1	1	1	0	1	1	1	0	0	0
EP400	0	0	0	1	0	0	0	0	1	0	0	0	0	0
EPAS1	0	0	1	0	0	0	0	0	1	1	0	0	1	0
EPB41	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EPB41L3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EPCAM	0	1	1	0	0	0	1	0	1	0	0	1	0	0
EPHA1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EPHA2	0	0	0	0	0	0	1	0	0	0	0	0	1	0
EPHA3	1	1	1	1	1	1	0	1	1	0	1	0	1	0
EPHA5	1	1	1	1	1	1	0	0	1	0	0	0	0	0
EPHA7	1	1	1	1	1	1	1	1	1	0	0	0	0	0
EPHB1	1	1	1	1	1	1	1	0	1	0	0	0	0	0
EPHB2	0	0	0	0	0	0	1	0	0	0	0	0	1	0
EPHB3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EPHB4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EPHB6	0	0	0	0	0	0	0	0	0	0	1	0	1	0
EPOR	0	0	0	0	0	1	1	0	0	0	0	0	0	0
EPPK1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
EPS15	0	0	0	0	0	1	0	0	0	1	0	0	0	1
ERAS	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ERBB2	1	1	1	1	1	1	1	0	1	1	1	0	0	1
ERBB3	1	1	1	1	1	1	1	0	1	1	1	0	0	0
ERBB4	1	1	1	1	1	1	1	0	1	1	1	0	1	0
ERC1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ERCC1	1	1	0	0	0	0	1	0	0	0	1	0	0	0
ERCC2	1	1	1	0	0	0	1	0	1	1	1	1	0	0
ERCC3	0	1	1	0	0	0	1	0	1	1	0	1	0	0
ERCC4	0	1	1	0	0	0	1	0	1	1	0	1	0	0
ERCC5	0	1	1	0	0	0	1	0	1	1	0	1	0	0
ERCC6	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EREG	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ERF	0	0	1	0	0	0	0	0	1	0	0	0	1	0
ERG	1	1	1	1	1	1	1	0	1	1	0	0	0	1
ERRFI1	1	1	1	0	1	0	1	0	1	0	1	0	1	0
ESCO2	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ESR1	1	1	1	1	1	1	1	0	1	1	1	0	1	0
ESR2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ESRP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ESRRB	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ETNK1	0	0	0	1	0	0	0	0	1	1	0	0	0	0
ETS1	0	1	0	0	0	1	1	0	0	0	0	0	0	1
ETS2	0	0	0	0	0	0	1	0	0	0	0	0	1	1
ETV1	0	1	1	0	1	1	1	0	1	1	0	0	0	1
ETV4	0	1	0	0	1	1	1	0	1	1	0	0	0	0
ETV5	0	1	0	0	1	1	1	0	0	1	0	0	0	0
ETV6	0	1	1	1	1	1	1	0	1	1	0	0	1	1
EVI2A	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EVI2B	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EWSR1	1	1	0	0	0	1	1	0	1	1	0	0	0	1
EXOSC6	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EXT1	0	0	0	0	0	0	0	0	0	1	0	1	1	0
EXT2	0	0	0	0	0	0	0	0	0	1	0	1	1	0
EXTL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EXTL2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EXTL3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EYA4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EZH1	0	0	1	0	0	0	0	0	1	0	0	0	1	0
EZH2	1	1	1	1	1	1	1	0	1	1	1	1	1	1
EZR	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FABP3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FABP5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FADD	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FAF1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM131B	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FAM135B	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FAM172A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FAM3C	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM46C	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FAM47C	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FANCA	1	1	1	1	1	1	1	0	1	1	0	1	0	0
FANCB	0	0	0	0	0	0	1	0	0	0	0	1	0	0
FANCC	1	1	1	1	1	1	1	0	1	1	0	1	0	0
FANCD2	1	1	0	1	1	1	1	0	1	1	0	1	0	0
FANCE	1	1	0	0	1	1	1	0	0	1	0	1	0	0
FANCF	1	1	0	0	1	1	1	0	0	1	0	1	0	0
FANCG	1	1	0	0	1	1	1	0	0	1	0	1	1	0
FANCI	0	1	0	0	0	0	1	0	0	0	0	1	0	0
FANCL	1	1	0	0	1	1	1	0	0	0	0	1	0	0
FANCM	0	0	0	0	0	0	1	0	0	0	0	1	0	0
FAS	1	1	0	1	1	1	1	0	1	1	0	0	1	0
FAT1	1	1	1	1	1	0	1	0	1	1	0	0	1	0
FAT3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FAT4	0	0	0	0	0	0	0	0	0	1	0	0	1	0
FBLN1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FBLN2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FBP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FBXL13	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FBXO11	0	0	0	1	0	1	1	0	1	1	0	0	0	0
FBXO25	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FBXO31	0	0	0	0	0	1	0	0	0	0	0	0	1	0
FBXO32	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FBXW7	1	1	1	1	1	1	1	0	1	1	1	0	1	0
FCGR2A	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FCGR2B	0	0	0	0	0	1	0	0	0	1	0	0	0	1
FCGR3A	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FCRL4	0	0	0	0	0	1	0	0	0	1	0	0	0	0
FDPS	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FEN1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FER	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FER1L4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FES	0	0	0	0	0	0	0	0	0	1	0	0	0	1
FEV	0	0	0	0	0	1	0	0	0	1	0	0	0	0
FGF1	0	1	0	0	0	0	1	0	0	0	1	0	0	0
FGF10	1	1	0	0	1	1	1	0	0	0	1	0	0	0
FGF12	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FGF14	1	1	0	0	1	1	1	0	0	0	1	0	0	0
FGF19	1	1	1	1	1	1	0	0	1	0	1	0	0	0
FGF2	0	1	0	0	0	0	1	0	0	0	1	0	0	0
FGF23	1	1	0	0	1	1	1	0	0	0	1	0	0	0
FGF3	1	1	1	1	1	1	1	0	1	0	1	0	0	1
FGF4	1	1	1	1	1	1	1	0	1	0	1	0	0	1
FGF5	0	1	0	0	0	0	1	0	0	0	1	0	0	1
FGF6	1	1	0	0	1	1	1	0	0	0	1	0	0	1
FGF7	0	1	0	0	0	0	1	0	0	0	1	0	0	0
FGF8	0	1	0	0	0	0	1	0	0	0	1	0	0	0
FGF9	0	1	0	0	0	0	1	0	0	0	1	0	0	0
FGFR1	1	1	1	1	1	1	1	0	1	1	1	0	0	0
FGFR1OP	0	0	0	0	0	1	0	0	0	1	0	0	0	0
FGFR2	1	1	1	1	1	1	1	0	1	1	1	0	0	1
FGFR3	1	1	1	1	1	1	1	0	1	1	1	0	0	1
FGFR4	1	1	1	1	1	1	1	0	1	1	1	0	0	0
FGR	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FH	1	1	1	0	1	0	1	0	1	1	0	1	1	0
FHIT	0	0	0	0	0	1	1	0	0	1	0	0	1	0
FHL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FIP1L1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FKBP1A	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FKBP9	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FLCN	1	1	1	1	1	1	1	0	1	1	0	1	1	0
FLG	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FLI1	0	1	0	0	0	1	0	0	0	1	0	0	0	1
FLNA	0	0	0	0	0	0	0	1	0	0	0	0	1	0
FLT1	1	1	1	1	1	1	1	0	1	0	0	0	0	0
FLT3	1	1	1	1	1	1	1	0	1	1	1	0	1	1
FLT4	1	1	1	1	1	1	1	0	1	1	0	0	0	0
FLYWCH1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FNBP1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
FNTB	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FOLR2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FOS	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FOXA1	0	1	1	0	0	0	1	0	1	1	1	0	1	0
FOXA2	0	0	0	0	0	0	0	0	0	0	1	0	1	0
FOXC1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
FOXD3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FOXL2	1	1	1	1	1	1	1	0	1	1	1	0	1	1
FOXM1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXO1	1	1	1	1	0	1	1	0	1	1	0	0	1	1
FOXO3	0	0	0	0	0	1	1	0	0	1	0	0	1	1
FOXO4	0	0	0	0	0	1	0	0	0	1	0	0	1	1
FOXO6	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FOXP1	1	1	1	1	1	1	1	0	1	1	0	0	1	0
FOXP3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FOXQ1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FOXR1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FRAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FRK	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FRS2	1	1	0	0	1	1	1	0	0	0	1	0	0	0
FRS3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FSTL3	0	0	0	0	0	1	0	0	0	1	0	0	0	1
FUBP1	1	1	1	0	1	0	1	0	1	1	0	0	0	0
FURIN	0	0	0	1	0	0	0	0	1	0	0	0	0	0
FUS	0	0	0	0	0	1	0	0	0	1	0	0	1	1
FXN	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FYN	0	1	1	1	0	0	0	0	1	0	0	0	0	1
FZR1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
G0S2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
G6PD	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GABARAP	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GABRA6	1	1	0	0	1	0	0	0	0	0	0	0	0	0
GADD45A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GADD45B	0	0	0	0	0	1	0	0	0	0	0	0	1	0
GADD45G	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GADD45GIP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GALNT12	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GALR1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GANAB	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GART	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GAS5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GAS6	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GAS7	0	0	0	0	0	1	0	0	0	1	0	0	0	1
GATA1	1	1	1	1	1	1	1	0	1	1	0	0	0	0
GATA2	1	1	1	1	1	1	1	0	1	1	0	1	0	1
GATA3	1	1	1	1	1	1	1	0	1	1	1	0	0	0
GATA4	1	1	0	0	1	0	1	0	0	0	0	0	1	0
GATA5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GATA6	1	1	0	0	1	0	1	0	0	0	0	0	0	0
GBP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GEN1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
GFI1B	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GGNBP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GID4	1	1	0	0	1	1	0	0	0	0	0	0	0	0
GJA1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GJB2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GKN1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GKN2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GLI1	1	1	1	0	1	1	1	1	1	0	0	0	1	1
GLIPR1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GLS2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GMPS	0	0	0	0	0	1	0	1	0	0	0	0	0	1
GNA11	1	1	1	1	1	1	1	0	1	1	1	0	0	1
GNA12	0	0	0	1	0	1	0	0	1	0	0	0	0	0
GNA13	1	1	0	1	1	1	1	0	1	0	1	0	0	0
GNAQ	1	1	1	1	1	1	1	0	1	1	1	0	0	1
GNAS	1	1	1	1	1	1	1	0	1	1	1	0	0	1
GNAT1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNB1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
GNMT	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GOLGA5	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GOPC	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GORAB	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GPC3	0	0	0	0	0	0	1	0	0	1	0	1	1	0
GPC5	0	0	0	0	0	0	0	1	0	0	0	0	1	0
GPHN	0	0	0	0	0	1	0	0	0	1	0	0	0	0
GPRC5A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GPS2	0	1	1	0	0	0	1	0	1	0	0	0	0	0
GPX3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GREM1	0	1	1	0	0	0	1	0	1	0	0	1	1	0
GRIN2A	1	1	1	1	1	1	1	0	1	1	0	0	1	0
GRM3	1	1	0	0	1	0	1	1	0	0	0	0	0	0
GRM5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSDME	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSK3B	1	1	1	1	1	1	0	0	1	0	0	0	1	0
GSN	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSTP1	1	0	0	0	0	0	1	0	0	0	0	0	1	0
GSTT1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GTF2I	0	0	0	1	0	0	0	0	1	0	0	0	0	0
GTPBP4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GTSE1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GUCY2C	0	0	0	0	0	0	0	0	0	0	0	0	1	0
H19	0	0	0	0	0	0	1	0	0	0	0	0	1	0
H2AFX	0	0	0	0	0	0	0	0	0	0	0	0	1	0
H3F3A	1	1	1	0	1	0	1	0	1	1	0	0	0	1
H3F3AP4	0	0	0	0	0	0	0	0	1	0	0	0	0	0
H3F3B	0	1	1	0	0	0	0	0	1	1	0	0	0	0
H3F3C	0	1	1	0	0	0	0	0	1	0	1	0	0	0
HACD4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HACE1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HAS3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HAVCR2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
